source,text,created_at,retweet_count,favorite_count
Twitter for iPhone,Can't believe Major League Baseball just rejected @PeteRose_14 for the Hall of Fame. He's paid the price. So ridiculous - let him in!,2015-12-14 18:15:07,5567,10315
Twitter for iPhone,.@scottienhughes - you were fantastic on CNN. Thank you for the nice words. See you at the #GOPDebate.,2015-12-14 17:25:35,833,2530
Twitter for iPhone,.@PatrickBuchanan was great on @TeamCavuto @FoxNews. Thank you Pat! #Tump2016,2015-12-14 16:25:50,940,2630
Twitter for iPhone,"Thank you @WayneAllynRoot.
Very nice! #Trump2016 
https://t.co/cgdLz26mdA",2015-12-14 16:19:40,729,1949
Twitter for iPhone,Another great accolade for @TrumpGolf. Highly respected Golf Odyssey- awarded @TrumpDoral Blue Monster with best redesign. Thank you!,2015-12-14 16:11:12,710,2276
Twitter for iPhone,"Record of Health: https://t.co/ZDDDawwYVl
#MakeAmericaGreatAgain #Trump2016",2015-12-14 15:09:15,941,2553
Twitter for iPhone,"#MakeAmericaGreatAgain #Trump2016
https://t.co/vqrkZwc2ae https://t.co/vz73TaAjjc",2015-12-14 13:23:50,2387,5053
Twitter for iPhone,"EXCLUSIVE: Newt Gingrich: ‘The Country Is in Rebellion,’ Trump Can ‘Kick Down the Doors’ 
https://t.co/UwTKKhhO3C",2015-12-14 10:40:55,2077,4411
Twitter for Android,Why doesn't @FoxNews quote the new Iowa @CNN Poll where I have a 33% to 20% lead over Ted Cruz and all others. Think about it!,2015-12-14 00:55:40,2892,6541
Twitter for Android,People have got to stop working to be so politically correct and focus all of their energy on finding solutions to very complex problems!,2015-12-13 19:33:04,7095,15849
Twitter for Android,"I was disappointed that Ted Cruz would speak behind my back, get caught, and then deny it. Well, welcome to the wonderful world of politics!",2015-12-13 17:31:01,2521,6775
Twitter for Android,"I did interview with Chris Wallace of @FoxNews in order to be fair. He then puts on Rove, Lane and Will, three Trump bashers, to discuss.",2015-12-13 17:23:19,1550,3514
Twitter for Android,"Many think that the Championship Course at Turnberry, home of The Duel In The Sun, will be the worlds best after the renovation.",2015-12-13 16:47:29,686,2323
Twitter for Android,A very good NBC/Wall Street Journal Poll was just released wherein I went up from last month and am in the lead. Nice!,2015-12-13 12:37:25,1669,4761
Twitter for Android,".@danawhite  Great job last night - very exciting! You have come a long way from those difficult early days, I am proud of you.",2015-12-13 12:20:49,1123,3549
Twitter for Android,"People that have read it tell me that @KarlRove book is terrible (and boring). Save your money! @FoxNews should can him, no credibility!",2015-12-13 11:31:15,1367,3474
Twitter for Android,Chris Wallace @fox at 10:00 A.M.,2015-12-13 08:19:04,579,1566
Twitter for iPhone,"#MakeAmericaGreatAgain #Trump2016
https://t.co/UB7Fx7A835 https://t.co/iWcW5kfI9i",2015-12-13 08:03:59,2476,5855
Twitter for Android,.@CNN @jaketapper at 9:00 A.M.,2015-12-13 07:48:10,532,1577
Twitter for Android,.@Peggynoonannyc An election between Hillary and myself will be the biggest voter turnout in U.S. history. Just like the debates 24 M vs 2M.,2015-12-13 07:44:07,1472,3639
Twitter for Android,".@Peggynoonannyc Interesting article, but I will beat Hillary easily. People that have given up on the system will come out to vote for me!",2015-12-13 07:38:55,1363,3965
Twitter for Android,"Something must be done with dopey @KarlRove - he is pushing Republicans down the same old path of defeat. Don't fall for it, Karl is a loser",2015-12-13 00:28:50,2528,6031
Twitter for Android,I will be interviewed on @jaketapper @CNN at 9:00 A.M. and Fox News Sunday with Chris Wallace at 10:O0  A.M. CNN Iowa Poll -13 point lead!,2015-12-12 23:57:25,1034,2669
Twitter for iPhone,I will be on CNN's - State of the Union tomorrow morning at 9amE. https://t.co/VgxjEVFGJK https://t.co/svQQhAHBow,2015-12-12 18:59:58,1367,3566
Twitter for iPhone,"New CNN Iowa poll --- Trump 33, Cruz 20. Everyone else way down! Don't trust Des Moines Register poll- biased towards Trump!",2015-12-12 17:56:36,2314,5046
Twitter for iPhone,Thank you General. #Trump2016 https://t.co/FCrYNoqYTb,2015-12-12 16:51:14,2928,5997
Twitter for iPhone,A great afternoon. Thank you South Carolina! #MakeAmericaGreatAgain #Trump2016 https://t.co/iOnhK3l3xU https://t.co/EtpzrfChMZ,2015-12-12 14:21:15,1943,4575
Twitter for iPhone,Reports say #ISIS now has a passport machine to have its believers infiltrate our country. I told you so. https://t.co/LRPDW10zwl,2015-12-12 14:16:36,3812,5726
Twitter for iPhone,John Podesta says nominee will be Cruz b/c last person Hillary wants to face is Trump! Use your head folks! 46-41! https://t.co/K2XzwZygYk,2015-12-12 14:13:26,3844,8624
Twitter for iPhone,"Getting the support of @DanaWhite of UFC means a lot. A total winner, who has done an amazing job. Just ordered his fight to watch tonight!",2015-12-12 10:01:48,2292,6099
Twitter for iPhone,".@Franklin_Graham, so many people have tweeted about your amazing words to me, thank you! Heading to big crowd in South Carolina!",2015-12-12 09:59:37,1436,4133
Twitter for iPhone,"Thank you! #Trump2016
https://t.co/0DA5isXMRz https://t.co/ENjJkTEQIJ",2015-12-12 09:54:01,2977,5794
Twitter for Android,I will be interviewed on @foxandfriends at 8:00 A.M. So much to talk about!,2015-12-12 06:48:30,832,2835
Twitter for Android,.@loudobbsnews did a fantastic interview with syndicated columnist Michelle Malkin. Congrats to both!,2015-12-12 06:47:08,866,2663
Twitter for Android,"Just got back from Iowa, great people!",2015-12-11 23:55:41,1310,4927
Twitter for iPhone,"I had a great time in Des Moines, Iowa tonight! Thank you for all of the support. #Trump2016 https://t.co/2Xzs2aSqII https://t.co/2HdnA6snnz",2015-12-11 23:22:21,1456,4708
Twitter for iPhone,.@MonicaCrowley you were great with @SeanHannity on @FoxNews tonight.  Thank you for your kind words. We will keep Americans safe.,2015-12-11 23:07:43,1223,3700
Twitter for iPhone,Dopey Prince @Alwaleed_Talal wants to control our U.S. politicians with daddy’s money. Can’t do it when I get elected. #Trump2016,2015-12-11 22:53:02,12003,14287
Twitter for iPhone,Thank you @SeanHannity &amp; @BoDiet! #MakeAmericaGreatAgain,2015-12-11 22:26:56,828,3114
Twitter for iPhone,Thank you! We are at 35% in new Reuters poll with #2 coming in at 12%. Time to #MakeAmericaGreatAgain!#Trump2016 https://t.co/0l00OVCo5b,2015-12-11 18:50:02,2103,5012
Twitter for iPhone,"I will not let you down! 
#Trump2016 #MakeAmericaGreatAgain 
https://t.co/3bbHsaGSUm https://t.co/IKXGxoi0lA",2015-12-11 17:23:48,2438,6162
Twitter for iPhone,Tom Ridge is a failed 'Bushy' &amp; PA Governor. Him &amp; his friend @KarlRove shouldn't be allowed to do their bias commentary- nobody listens!,2015-12-11 16:49:27,1374,3813
Twitter for iPhone,Tom Ridge should be focused on trying to bring the party together rather than ripping it apart w/ your faulty thought process. I will win!,2015-12-11 16:37:58,1608,4411
Twitter for iPhone,Never get good #'s from failing Des Moines Register/Bloomberg. I think something's going on w/them. Up 13 in IA according to respected CNN.,2015-12-11 15:56:40,976,2808
Twitter for iPhone,Great news in Georgia!  The just out  Landmark poll shows me in first with 43%! Wow. https://t.co/mG6uZQxBWG https://t.co/UZ03GJDvOV,2015-12-11 15:50:09,3238,6240
Twitter for Android,".@chucktodd is a nice guy , but just hopeless. He knows so little about politics and, in particular, winning!  I fixed his rating problem.",2015-12-11 08:04:16,1406,4225
Twitter for Android,".@Morning_Joe just went off the rails. I will beat Hillary easily - she does not want to run against me. I am tuning them out, waste of time",2015-12-11 07:59:25,1771,4930
Twitter for Android,".@tedcruz should not make statements behind closed doors to his bosses, he should bring them out into the open - more fun that way!",2015-12-11 07:53:34,1817,4652
Twitter for Android,"Looks like @tedcruz is getting ready to attack. I am leading by so much he must. I hope so, he will fall like all others. Will be easy!",2015-12-11 07:49:46,2230,5981
Twitter for Android,".@Morning_Joe is so off on Iowa, which I am leading big in new @CNN poll. I will win Iowa. Also, I beat Hillary easily!",2015-12-11 07:45:08,1314,3625
Twitter for Android,"Great evening last night in  New Hampshire. Got the endorsement from the New England Police Union - big  territory, great people! Thank you.",2015-12-11 06:34:50,1751,5399
Twitter for Android,.@BernardGoldberg was not good tonight on @oreillyfactor. He just doesn't know about winning! But he is a nice guy.,2015-12-10 23:44:00,991,3212
Twitter for iPhone,Respected Morning Consult poll just out. I lead all Republicans and beat Hillary head to head by a wide margin- 45 to 40!,2015-12-10 20:30:15,2568,6348
Twitter for iPhone,"In Britain, more Muslims join ISIS than join the British army.
https://t.co/LQVNz7b2Eb",2015-12-10 20:21:27,4325,5489
Twitter for iPhone,"Thank you to @Franklin_Graham. I have always appreciated your courage, but now more so than ever!",2015-12-10 20:11:45,1745,4761
Twitter for iPhone,An honor to be endorsed by the New England Police Benevolent Association. Thank you! https://t.co/zj47db1Yj1 https://t.co/JrjHyLRkD6,2015-12-10 20:10:37,2762,6884
Twitter for iPhone,Thank you for your support! Being #PoliticallyCorrect will NOT #MakeAmericaGreatAgain! https://t.co/lC9l8PnRZX https://t.co/yOJTHcSPJo,2015-12-10 12:39:14,4934,9847
Twitter for Android,The politicians of the U.K. should watch Katie Hopkins of Daily https://t.co/LgtY0qdv9U on @FoxNews. Many people in the U.K. agree with me!,2015-12-10 08:06:16,2037,4429
Twitter for Android,Thank you to respected columnist Katie Hopkins of Daily https://t.co/LgtY0qdv9U for her  powerful writing on the U.K.'s Muslim problems.,2015-12-10 08:00:55,3916,5367
Twitter for Android,"The United Kingdom is trying hard to disguise their massive  Muslim problem. Everybody is wise to what is happening, very sad! Be honest.",2015-12-10 07:49:41,6028,9936
Twitter for Android,I have decided to postpone my trip to Israel and to schedule my meeting with @Netanyahu at a later date after I become President of the U.S.,2015-12-10 07:12:04,5741,10946
Twitter for Android,"Our VISA system is broken, like so much else in our country. We better get it fixed really fast. MAKE AMERICA GREAT AGAIN!",2015-12-10 07:00:15,3241,8426
Twitter for Android,I will be interviewed on @foxandfriends this morning at 7:30. So much to talk about!,2015-12-10 06:50:45,853,3172
Twitter for Android,"Wow, my poll numbers have just been announced and have gone through the roof!",2015-12-10 06:44:11,2990,7749
Twitter for Android,".@Megynkelly spent a big part of her show talking about other shows spending so much time on me. Really weird, she's being driven crazy!",2015-12-09 23:48:19,1641,4614
Twitter for Android,Weak and totally conflicted people like @TheRickWilson shouldn't be allowed on television unless given an I.Q. test. Dumb as a rock!  @CNN,2015-12-09 23:24:40,1654,4137
Twitter for Android,Great interview tonight @donlemon - very professionally done. @CNN,2015-12-09 23:15:56,887,3034
Twitter for Android,Thank you @oreillyfactor for your wonderful editorial as to why I should have been @TIME Magazine's Person of the Year. You should run Time!,2015-12-09 22:16:44,1362,4243
Twitter for iPhone,Great leaders listen to and support law enforcement officials. Police discuss no-go areas: https://t.co/hEM6UGuiTs https://t.co/VmkTnHcwto,2015-12-09 22:08:28,3026,6098
Twitter for Android,"Why does @CNN bore their audience with people like @secupp, a totally biased loser who doesn't have a clue. I hear she will soon be gone!",2015-12-09 21:25:58,1471,4041
Twitter for Android,".@secupp, who can't believe that her candidate has bombed so badly, is one of the dumber pundits on T.V. Hard to watch, zero talent! @CNN",2015-12-09 21:15:31,1037,2932
Twitter for Android,.@donlemon on @CNN at 10:00 P.M.,2015-12-09 21:08:42,688,1866
Twitter for iPhone,"Thank you for all of your support, South Carolina! #Trump2016 https://t.co/JWFE5tDg50",2015-12-09 18:48:46,2391,6434
Twitter for Android,"I am interviewed on the  @oreillyfactor tonight at 8:00. Then at 10:00, I am interviewed by @donlemon on @CNN. Enjoy!",2015-12-09 18:47:29,1237,3895
Twitter for Android,I told you @TIME Magazine would never pick me as person of the year despite being the big favorite They picked person who is ruining Germany,2015-12-09 08:53:59,5118,8499
Twitter for Android,Hillary Clinton does not have the STRENGTH or STAMINA to be President. We need strong and super smart for our next leader - or trouble!,2015-12-09 08:17:21,3849,9326
Twitter for Android,The last person corrupt Hillary Clinton wants to run against is Donald J. Trump. I'll end up beating her in every state. New Fox Poll-Trump!,2015-12-09 08:14:17,2682,6433
Twitter for Android,"The failing @nytimes does not mention the new @CNN Poll that has me leading Iowa by a massive 13 points - I am at 33%. Maggie Haberman, sad!",2015-12-09 07:06:06,1638,4208
Twitter for Android,"Great poll numbers just coming out of New Hampshire. BIG lead for ""Trump"" according to @CNN!",2015-12-08 23:21:15,1831,5610
Twitter for Android,"Wow, what a day. So many foolish people that refuse to acknowledge the tremendous  danger and uncertainty of certain people coming into U.S.",2015-12-08 23:15:51,6079,13531
Twitter for Android,"Our country is facing a major threat from radical Islamic terrorism. We better get very smart, and very tough, FAST, before it is too late!",2015-12-08 21:56:41,7696,14971
Twitter for iPhone,"Despite my great respect for King Abdullah II, I will not be visiting Jordan at this time. This is in response to the false @AP report.",2015-12-08 19:16:23,1940,4408
Twitter for iPhone,"Prior to the end of the year, I will be traveling to Israel. I am very much looking forward to it.",2015-12-08 19:13:15,2567,7380
Twitter for iPhone,Great new poll from NH. Thank you! We need to keep this country safe! #Trump2016 https://t.co/r5K58xu8Mp https://t.co/EAqHZ5ttmp,2015-12-08 18:30:17,2769,6528
Twitter for Android,Will be on @ABC News tonight at 6:30. Interviewed by the legendary @BarbaraJWalters! Enjoy,2015-12-08 18:14:19,1152,4155
Twitter for iPhone,A new poll indicates that 68% of my supporters would vote for me if I departed the GOP &amp; ran as an independent. https://t.co/ztP5d2ctZl,2015-12-08 14:58:54,3422,7141
Twitter for Android,"I wish the @WSJ Wall Street Journal had reported the just out @CNN Iowa Poll correctly. I lead by a wide margin,13 points, going up big!",2015-12-08 09:30:04,1535,3932
Twitter for Android,"Just won IOWA @CNN Poll BIG: Trump 33% Cruz 20% Rubio 11%,  but @WSJ reported ""Cruz momentum"" but nothing about the fact that I easily won!",2015-12-08 09:25:21,2232,5601
Twitter for iPhone,"Thank you for the support, South Carolina! #USSYorktown 
#MakeAmericaGreatAgain #Trump2016 https://t.co/n0Ph35qsKV",2015-12-07 23:38:38,1710,4941
